13:00|thirteen|"It was a bright cold day in April, and the clocks were striking thirteen. Winston Smith, his chin nuzzled into his breast in an effort to escape the vile wind, slipped quickly through the glass doors of Victory Mansions, though not quickly enough to prevent a swirl of gritty dust from enteringalong with him."|1984|"George Orwell"
"ap 07:15"|"seven fifteen"|"The telescreen was giving forth an ear-splitting whistle which continued on the same note for thirty seconds. It was nought seven fifteen, getting-up time for office workers. Winston wrenched his body out of bed -- naked, for a member of the Outer Party received only 3,000 clothing coupons annually, and a suit of pyjamas was 600 --and seized a dingy singlet and a pair of shorts that were lying across a chair. The Physical Jerks would begin in three minutes. The next moment he was doubled up by a violent coughing fit which nearly always attacked him soon after waking up. Itemptied his lungs so completely that he could only begin breathing again by lying on his back and taking a series of deep gasps. His veins had swelled with the effort of the cough, and the varicoseulcer had started itching."|1984|"George Orwell"
"ap 03:04"|"three four"|"“Arms bending and stretching!” she rapped out. “Take your time by me. One, two, three, four! One, two, three, four! Come on, comrades, put a bit of life into it! One, two, three four! One two, three, four!...”"|1984|"George Orwell"
"ap 06:00"|six|"At the age of three Comrade Ogilvy had refused all toys except a drum, a sub-machine gun, and a model helicopter. At six -- a year early, by a special relaxation of the rules -- he had joined the Spies, at nine he had been a troop leader. At eleven he had denounced his uncle to the Thought Police after overhearing a conversation which appeared to him to have criminal tendencies. At seventeen he had been a district organizer of the Junior Anti-Sex League. At nine teen he had designed a hand-grenade which had been adopted by the Ministry of Peace and which, at its first trial, had killed thirty-one Eurasian prisoners in one burst. At twenty-three he had perished in action. Pursued by enemy jet planes while flying over the Indian Ocean with important despatches, he had weighted his body with his machine gun and leapt out of the helicopter into deep water, despatchesand all --an end, said Big Brother, which it was impossible to contemplate without feelings of envy. Big Brother added a few remarks on the purity and single-mindedness of Comrade Ogilvy’s life. Hewas a total abstainer and a nonsmoker, had no recreations except a daily hour in the gymnasium, and had taken a vow of celibacy, believing marriage and the care of a family to be incompatible with a twenty-four-hour-a-day devotion to duty. He had no subjects of conversation except the principles of Ingsoc, and no aim in life except the defeat of the Eurasian enemy and the hunting-down of spies, saboteurs, thoughtcriminals, and traitors generally."|1984|"George Orwell"
"ap 09:00"|nine|"At the age of three Comrade Ogilvy had refused all toys except a drum, a sub-machine gun, and a model helicopter. At six -- a year early, by a special relaxation of the rules -- he had joined the Spies, at nine he had been a troop leader. At eleven he had denounced his uncle to the Thought Police after overhearing a conversation which appeared to him to have criminal tendencies. At seventeen he had been a district organizer of the Junior Anti-Sex League. At nine teen he had designed a hand-grenade which had been adopted by the Ministry of Peace and which, at its first trial, had killed thirty-one Eurasian prisoners in one burst. At twenty-three he had perished in action. Pursued by enemy jet planes while flying over the Indian Ocean with important despatches, he had weighted his body with his machine gun and leapt out of the helicopter into deep water, despatchesand all --an end, said Big Brother, which it was impossible to contemplate without feelings of envy. Big Brother added a few remarks on the purity and single-mindedness of Comrade Ogilvy’s life. Hewas a total abstainer and a nonsmoker, had no recreations except a daily hour in the gymnasium, and had taken a vow of celibacy, believing marriage and the care of a family to be incompatible with a twenty-four-hour-a-day devotion to duty. He had no subjects of conversation except the principles of Ingsoc, and no aim in life except the defeat of the Eurasian enemy and the hunting-down of spies, saboteurs, thoughtcriminals, and traitors generally."|1984|"George Orwell"
"ap 11:00"|eleven|"At the age of three Comrade Ogilvy had refused all toys except a drum, a sub-machine gun, and a model helicopter. At six -- a year early, by a special relaxation of the rules -- he had joined the Spies, at nine he had been a troop leader. At eleven he had denounced his uncle to the Thought Police after overhearing a conversation which appeared to him to have criminal tendencies. At seventeen he had been a district organizer of the Junior Anti-Sex League. At nine teen he had designed a hand-grenade which had been adopted by the Ministry of Peace and which, at its first trial, had killed thirty-one Eurasian prisoners in one burst. At twenty-three he had perished in action. Pursued by enemy jet planes while flying over the Indian Ocean with important despatches, he had weighted his body with his machine gun and leapt out of the helicopter into deep water, despatchesand all --an end, said Big Brother, which it was impossible to contemplate without feelings of envy. Big Brother added a few remarks on the purity and single-mindedness of Comrade Ogilvy’s life. Hewas a total abstainer and a nonsmoker, had no recreations except a daily hour in the gymnasium, and had taken a vow of celibacy, believing marriage and the care of a family to be incompatible with a twenty-four-hour-a-day devotion to duty. He had no subjects of conversation except the principles of Ingsoc, and no aim in life except the defeat of the Eurasian enemy and the hunting-down of spies, saboteurs, thoughtcriminals, and traitors generally."|1984|"George Orwell"
23:00|twenty-three|"At the age of three Comrade Ogilvy had refused all toys except a drum, a sub-machine gun, and a model helicopter. At six -- a year early, by a special relaxation of the rules -- he had joined the Spies, at nine he had been a troop leader. At eleven he had denounced his uncle to the Thought Police after overhearing a conversation which appeared to him to have criminal tendencies. At seventeen he had been a district organizer of the Junior Anti-Sex League. At nine teen he had designed a hand-grenade which had been adopted by the Ministry of Peace and which, at its first trial, had killed thirty-one Eurasian prisoners in one burst. At twenty-three he had perished in action. Pursued by enemy jet planes while flying over the Indian Ocean with important despatches, he had weighted his body with his machine gun and leapt out of the helicopter into deep water, despatchesand all --an end, said Big Brother, which it was impossible to contemplate without feelings of envy. Big Brother added a few remarks on the purity and single-mindedness of Comrade Ogilvy’s life. Hewas a total abstainer and a nonsmoker, had no recreations except a daily hour in the gymnasium, and had taken a vow of celibacy, believing marriage and the care of a family to be incompatible with a twenty-four-hour-a-day devotion to duty. He had no subjects of conversation except the principles of Ingsoc, and no aim in life except the defeat of the Eurasian enemy and the hunting-down of spies, saboteurs, thoughtcriminals, and traitors generally."|1984|"George Orwell"
"ap 00:00"|twelve|"That, he reflected, might almost have been a transcription from one of the Party textbooks. The Party claimed, of course, to have liberated the proles from bondage. Before the Revolution they had been hideously oppressed by the capitalists, they had been starved and flogged, women had been forced to work in the coal mines (women still did work in the coal mines, as a matter of fact), children had been sold into the factories at the age of six. But simultaneously, true to the Principles of doublethink, the Party taught that the proles were natural inferiors who must be kept insubjection, like animals, by the application of a few simple rules. In reality very little was known about the proles. It was not necessary to know much. So long as they continued to work and breed,their other activities were without importance. Left to themselves, like cattle turned loose upon the plains of Argentina, they had reverted to a style of life that appeared to be natural to them, a sort of ancestral pattern. They were born, they grew up in the gutters, they went to work at twelve, they passed through a brief blossoming-period of beauty and sexual desire, they married at twenty, they were middle-aged at thirty, they died, for the most part, at sixty. Heavy physical work, the care of home and children, petty quarrels with neighbours, films, football, beer, and above all, gambling, filled up the horizon of their minds. To keep them in control was not difficult. A few agents of the Thought Police moved always among them, spreading false rumours and marking down and eliminating the few individuals who were judged capable of becoming dangerous; but no attempt was made to indoctrinate them with the ideology of the Party. It was not desirable that the proles should have strong political feelings. All that was required of them was a primitive patriotism which could be appealed to whenever it was necessary to make them accept longer working-hours or shorter rations. And even when they became discontented, as they sometimes did, their discontentled nowhere, because being without general ideas, they could only focus it on petty specific grievances. The larger evils invariably escaped their notice. The great majority of proles did noteven have telescreens in their homes. Even the civil police interfered with them very little. There was a vast amount of criminality in London, a whole world-within-a-world of thieves, bandits, prostitutes, drug-peddlers, and racketeers of every description; but since it all happened among the proles themselves, it was of no importance. In all questions of morals they were allowed to follow their ancestral code. The sexual puritanism of the Party was not imposed upon them. Promiscuity went unpunished, divorce was permitted. For that matter, even religious worship would have been permitted if the proles had shown any sign of needing or wanting it. They were beneath suspicion. As the Party slogan put it: “Proles and animals are free.”"|1984|"George Orwell"
"ap 04:07"|"Four oh seven"|"“Yes, a seven ’as won! I could pretty near tell you the bleeding number. Four oh seven, it ended in. It were in February -- second week in February.”"|1984|"George Orwell"
"ap 09:00"|nine|"“You are very much older than I am,” said Winston. “You must have been a grown man before I was born. You can remember what it was like in the old days, before the Revolution. People of my age don’t really know anything about those times. We can only read about them in books, and what it says in the books may not be true. I should like your opinion on that. The history books say that life before the Revolution was completely different from what it is now. There was the most terrible oppression, injustice, poverty worse than anything we can imagine. Here in London, thegreat mass of the people never had enough to eat from birth to death. Half of them hadn’t even boots on their feet. They worked twelve hours a day, they left school at nine, they slept ten in aroom. And at the same time there were a very few people, only a few thousands --the capitalists, they were called -- who were rich and powerful. They owned everything that there was to own. They lived in great gorgeous houses with thirty servants, they rode about in motor-cars and four-horse carriages, they drank champagne, they wore top hats--”"|1984|"George Orwell"
