01:37|"1:37 A.M."|"MONDAY, 1:37 A.M.  How did I get here? Can someone please tell me that? Not in this kitchen, I mean in this life. It is the morning of the school carol concert and I am hitting mince pies. No, let us be quite clear about this, I am distressing mince pies, an altogether more demanding and subtle process."|"I Don't Know How She Does It"|"Allison Pearson"
02:00|"two o’clock in the morning"|"“Kate, what do you think you’re doing? It’s two o’clock in the morning!”"|"I Don't Know How She Does It"|"Allison Pearson"
00:00|midnight|"I can see his point. I’m not so far gone that I can’t grasp there has to be more to life than forging pastries at midnight. And tiredness. Deep-sea-diver tiredness, voyage-to-the-bottom-of-fatigue tiredness; I’ve never really come up from it since Emily was born, to be honest. Five years of walking round in a lead suit of sleeplessness. But what’s the alternative? Go in to school this afternoon and brazen it out, slam a box of Sainsbury’s finest down on the table of festive offerings? Then, to the Mummy Who’s Never There and the Mummy Who Shouts, Emily can add the Mummy Who Didn’t Make an Effort. Twenty years from now, when my daughter is arrested in the grounds of Buckingham Palace for attempting to kidnap the king, a criminal psychologist will appear on the news and say, “Friends trace the start of Emily Shattock’s mental problems to a school carol concert where her mother, a shadowy presence in her life, humiliated her in front of her classmates.”"|"I Don't Know How She Does It"|"Allison Pearson"
06:37|"6:37 A.M."|"6:37 A.M. “Oh, come let us a-door him. Oh, come let us a-door him. Oh, come let us a-door hi-mmm!” I am stroked, tugged and, when that doesn’t work, finally Christmas-caroled awake by Emily. She is standing by my side of the bed and she wants to know where her present is. “You can’t buy their love,” says my mother-in-law, who obviously never threw enough cash at the problem."|"I Don't Know How She Does It"|"Allison Pearson"
07:15|"7:15 A.M."|"7:15 A.M.  The change of gears between work and home is so abrupt sometimes that I swear I can hear the crunch of mesh in my brain. It takes a while to get back onto the children’s wavelength. Brimming with good intentions, I start off in Julie Andrews mode, all tennis-club enthusiasm and mad singsong emphases."|"I Don't Know How She Does It"|"Allison Pearson"
"ap 07:45"|7:45|"Richard has to leave early: a site visit with a client in Battersea. Can I do the handover with Paula? Yes, but only if I can leave at 7:45 on the dot."|"I Don't Know How She Does It"|"Allison Pearson"
07:57|"7:57 A.M."|"7:57 A.M.  And here she comes, flourishing the multiple excuses of the truly unapologetic. The traffic, the rain, the alignment of the stars. You know how it is, Kate. Indeed I do. I cluck and sigh in the designated sympathy pauses while my nanny makes herself a cup of coffee and flicks without interest through my paper. Pointing out that in the twenty-six months Paula has been our children’s carer she has managed to be late every fourth morning would be to risk a row, and a row would contaminate the air that my children breathe. So no, there won’t be a row. Not today. Three minutes to get to the bus, eight minutes’ walk away."|"I Don't Know How She Does It"|"Allison Pearson"
08:27|"8:27 A.M."|"8:27 A.M.  I am going to be late for work. Indecently, intrepidly late. Bus lane is full of buses. Abandon bus. Make lung-scorching sprint down City Road and then cut across Finsbury Square, where my heels skewer into the forbidden grass and I attract the customary loud Oy! from the old guy whose job it is to shout at you for running across the grass."|"I Don't Know How She Does It"|"Allison Pearson"
08:47|"8:47 A.M."|"8:47 A.M.  One of the City’s oldest and most distinguished institutions, Edwin Morgan Forster stands at the corner of Broadgate and St. Anthony’s Lane; a nineteenth-century fortress with a great jutting prow of twentieth-century glass, it looks as though a liner has crashed into a department store and come out the other side. Approaching the main entrance, I slow to a trot and run through my kit inspection:"|"I Don't Know How She Does It"|"Allison Pearson"
09:03|"9:03 A.M."|"9:03 A.M.  Switch on my computer and wait for it to connect. The network is so slow this morning it would be quicker to fly to Hong Kong and pick up the Hang bloody Seng in person. Type in my password—Ben Pampers—and go straight into Bloomberg to see what the markets have been up to overnight. The Nikkei is steady, Brazil’s Bovespa is doing its usual crazy samba, while the Dow Jones looks like the printout on a do-not-resuscitate patient in intensive care. Baby, it’s cold outside, and not just on account of the fog nuzzling the office blocks outside my window."|"I Don't Know How She Does It"|"Allison Pearson"
13:00|"1 p.m"|"The message at the very top of the Inbox is from Celia Harmsworth, head of Human Resources. It says that my boss Rod Task has had to pull out of the induction talk for EMF’s trainees this lunchtime and could I please step in? “We would be very glad to see you in the thirteenth-floor conference room from 1 p.m.!”"|"I Don't Know How She Does It"|"Allison Pearson"
14:30|"2:30 this afternoon"|"No, no, no! I have nine fund reports to write by Friday. Plus I have a very important nativity play to attend at 2:30 this afternoon."|"I Don't Know How She Does It"|"Allison Pearson"
"ap 05:30"|5:30|"To: Kate ReddyFrom: Rod TaskJesus, Katie, only seems like yesterday you had your own nativity.Sure, take the time you need, but we should talk c. 5:30. And I need you to go to Stockholm to hold Sven’s hand again. Is Friday good for you, Beaut?Cheers, RodNo, Friday is not good for me. I can’t believe he expects me to do another trip before Christmas. Means I will miss the office party, have to cancel lunch with Debra again, and lose the shopping time I was counting on."|"I Don't Know How She Does It"|"Allison Pearson"
13:01|"1:01 P.M."|"1:01 P.M.  “Good afternoon, ladies and gentlemen, my name is Kate Reddy and I’d like to welcome you all to the thirteenth floor. Thirteen is unlucky for some, but not here at Edwin Morgan Forster, which ranks in the top ten money managers in the UK and in the top fifty globally in terms of assets, and which, for five years running, has been voted money manager of the year. Last year, we generated revenue in excess of &Bembo.xa3;300 million, which explains why absolutely no expense has been spared on the fabulous tuna sandwiches you see spread out before you today.”"|"I Don't Know How She Does It"|"Allison Pearson"
14:17|"2:17 P.M."|"2:17 P.M.  You can always pick up a cab from the rank outside Warburg’s. Any day except today. Today the cabbies are all at some dedicated Make Kate Late rally. After seven minutes of not being hysterical at the curbside, I hurl myself in front of a taxi with its light off. The driver swerves to avoid me. I tell him I’ll double the fare on the clock if he takes me to Emily’s school without using his brakes. Lurching around in the back as we weave through the narrow, choked streets, I can feel the pulse points in my neck and wrist jumping like crickets."|"I Don't Know How She Does It"|"Allison Pearson"
14:49|"2:49 P.M."|"2:49 P.M.  The wood-block floor in Emily’s school hall was obviously installed with the express purpose of exposing late-arriving working mothers in heels. I tick-tock in at the moment when Angel Gabriel is breaking the big news to the Virgin Mary, who starts pulling the wool off the donkey sitting next to her. Mary is played by Genevieve Law, daughter of Alexandra Law, form representative and a Mother Superior—in other words, defiantly nonworking. There is serious competition among the Mothers Superior to secure leading roles in the production for their young. Trust me, they didn’t give up that seat on the board or major TV series for little Joshua to play the innkeeper’s brother in a Gap polo neck."|"I Don't Know How She Does It"|"Allison Pearson"
15:41|"3:41 P.M."|"3:41 P.M.  At the festive refreshments, there are a handful of fathers hiding behind video cameras, but the hall is aswarm with mothers, moths fluttering round the little lights of their lives. At school functions, other women always look like real mothers to me; I never feel I’m old enough for that title, or sufficiently well qualified. I can feel my body adopting exaggerated maternal gestures like a mime artist. The evidence that I am a mother, though, is holding tightly on to my left hand and insisting that I wear her halo in my hair. Emily is clearly relieved and grateful that Mummy made it; last year I had to drop out at the last minute when deal negotiations hit a critical phase and I had to jump on a plane to the States. I brought her a musical snow shaker of New York, snatched up in Saks Fifth Avenue, as a consolation present, but it was no consolation. The times you don’t make it are the ones children remember, not the times you do."|"I Don't Know How She Does It"|"Allison Pearson"
19:27|"7:27 P.M."|"7:27 P.M.  The strain of being an angel has taken its toll on Emily. She is so exhausted that I calculate I can turn over three pages of the bedtime story without her noticing. Must get on with that e-mail backlog. But just as I am skipping the pages, a suspicious eye snaps open."|"I Don't Know How She Does It"|"Allison Pearson"
20:11|"8:11 P.M."|"8:11 P.M.  The answerphone that sits on the table next to the TV is full. Play messages. A West Country burr informs me that KwikToy is returning my call about undelivered Christmas presents. “Unfortunately, owing to unprecedented demand, the items will not now be with you until the New Year.”"|"I Don't Know How She Does It"|"Allison Pearson"
