11:00|"eleven o’clock in the morning"|"Pooh always liked a little something at eleven o’clock in the morning, and he was very glad to see Rabbit getting out the plates and mugs; and when Rabbit said, ‘Honey or condensed milk with your bread?’ he was so excited that he said, ‘Both,’ and then, so as not to seem greedy, he added, ‘But don’t bother about the bread, please.’ And for a long time after that he said nothing … until at last, humming to himself in a rather sticky voice, he got up, shook Rabbit lovingly by the paw, and said that he must be going on."|"Winnie-The-Pooh (UK)"|"A. A. Milne"
"ap ~ 00:00"|"About twelve"|"‘It isn’t the sort of thing you can do in the afternoon,’ said Piglet quickly. ‘It’s a very particular morning thing, that has to be done in the morning, and, if possible, between the hours of – What would you say the time was?’
‘About twelve,’ said Winnie-the-Pooh, looking at the sun.
‘Between, as I was saying, the hours of twelve and twelve five. So, really, dear old Pooh, if you’ll excuse me – What’s that?’"|"Winnie-The-Pooh (UK)"|"A. A. Milne"
"ap 00:00"|twelve|"‘It isn’t the sort of thing you can do in the afternoon,’ said Piglet quickly. ‘It’s a very particular morning thing, that has to be done in the morning, and, if possible, between the hours of – What would you say the time was?’
‘About twelve,’ said Winnie-the-Pooh, looking at the sun.
‘Between, as I was saying, the hours of twelve and twelve five. So, really, dear old Pooh, if you’ll excuse me – What’s that?’"|"Winnie-The-Pooh (UK)"|"A. A. Milne"
"ap 00:05"|"twelve five"|"‘It isn’t the sort of thing you can do in the afternoon,’ said Piglet quickly. ‘It’s a very particular morning thing, that has to be done in the morning, and, if possible, between the hours of – What would you say the time was?’
‘About twelve,’ said Winnie-the-Pooh, looking at the sun.
‘Between, as I was saying, the hours of twelve and twelve five. So, really, dear old Pooh, if you’ll excuse me – What’s that?’"|"Winnie-The-Pooh (UK)"|"A. A. Milne"
"ap 00:00"|twelve|"‘Between, as I was saying, the hours of twelve and twelve five. So, really, dear old Pooh, if you’ll excuse me – What’s that?’"|"Winnie-The-Pooh (UK)"|"A. A. Milne"
"ap 00:05"|"twelve five"|"‘Between, as I was saying, the hours of twelve and twelve five. So, really, dear old Pooh, if you’ll excuse me – What’s that?’"|"Winnie-The-Pooh (UK)"|"A. A. Milne"
"ap 01:45"|"quarter to two"|"Who found the Tail?
‘I,’ said Pooh,
‘At a quarter to two
(Only it was quarter to eleven really),
I found the Tail!’"|"Winnie-The-Pooh (UK)"|"A. A. Milne"
"ap 10:45"|"quarter to eleven"|"Who found the Tail?
‘I,’ said Pooh,
‘At a quarter to two
(Only it was quarter to eleven really),
I found the Tail!’"|"Winnie-The-Pooh (UK)"|"A. A. Milne"
"ap 06:00"|six|"‘Well, good night, Pooh,’ said Piglet, when they had got to Pooh’s house. ‘And we meet at six o’clock to-morrow morning by the Pine Trees, and see how many Heffalumps we’ve got in our Trap.’"|"Winnie-The-Pooh (UK)"|"A. A. Milne"
"ap 06:00"|six|"‘Well, good night, Pooh,’ said Piglet, when they had got to Pooh’s house. ‘And we meet at six o’clock to-morrow morning by the Pine Trees, and see how many Heffalumps we’ve got in our Trap.’
‘Six o’clock, Piglet. And have you got any string?’
‘No. Why do you want string?’"|"Winnie-The-Pooh (UK)"|"A. A. Milne"
"ap 06:00"|"Six o’clock"|"‘Well, good night, Pooh,’ said Piglet, when they had got to Pooh’s house. ‘And we meet at six o’clock to-morrow morning by the Pine Trees, and see how many Heffalumps we’ve got in our Trap.’
‘Six o’clock, Piglet. And have you got any string?’
‘No. Why do you want string?’"|"Winnie-The-Pooh (UK)"|"A. A. Milne"
