"> 00:00"|"after midnight"|"“O.K., tell ’em I’ll do it, but I don’t wanna be paired off with that imbecile cohost they gave me this year. Or anybody else, for that matter. And make sure it’s at a decent hour, like not after midnight or something.”"|"Sure of You"|"Armistead Maupin"
"ap 01:00"|"One o’clock"|"“Got it. Jones and Sutter. D’orothea’s. What time?”
“One o’clock?”
“Great. Can’t Wait.”"|"Sure of You"|"Armistead Maupin"
"ap < 03:00"|"Just before three"|"The rest of the afternoon was consumed by staff conferences and a typically silly birthday party for one of the station’s veteran cameramen. Just before three, somewhat later than usual, she left the building hurriedly and drove to her daughter’s school in Pacific Heights."|"Sure of You"|"Armistead Maupin"
"ap 05:00"|five|"Presidio Hill was a pricey “alternative” institution, which placed special emphasis on creative development and one-on-one guidance. At five, Shawna was the youngest kid in Ann’s Class (that was what they called it, never kindergarten), and her classmates included, among others, the daughter of a famous rock star and the son of a celebrity interviewer for Playboy magazine."|"Sure of You"|"Armistead Maupin"
"~ 12:00"|"around noon"|"“It’s near the nursery, you know. I stopped by around noon to see if you wanted to have lunch.”"|"Sure of You"|"Armistead Maupin"
"ap 11:00"|"eleven o’clock"|"Soon enough, Harry did retire to the bedroom, leaving his masters to snooze on the sofa. Michael drifted off to a rising chorus of foghorns and the occasional screech of tires down in the Castro. At eleven o’clock he was jolted awake by his beeper, prickly as a needle in the darkness."|"Sure of You"|"Armistead Maupin"
"ap 02:00"|two|"“Is she here today?”
D’or shook her head. “Not till two.”
“Well, tell her I said hi, O.K.? It’s been a while since we’ve talked.”"|"Sure of You"|"Armistead Maupin"
"ap 06:00"|"six o’clock"|"In the kitchen his wife was shelling peas, looking raw-boned and Sally Fieldish in her Laura Ashley apron. When he kissed the nape of her neck, he caught a whiff of her ripe six o’clock smell and felt totally, stupidly, in love with her."|"Sure of You"|"Armistead Maupin"
"ap 05:00"|five|"“We could,” she said. “But it’s five for dinner…six counting Puppy…and somebody’s gotta dish it out. I just thought it would be more convenient.”"|"Sure of You"|"Armistead Maupin"
12:00|NOON|"AT NOON THE NEXT DAY BRIAN AND THACK TOOK A bag lunch to the top of Strawberry Hill, the island in the middle of Stow Lake. (Typically, a hassle with the nursery suppliers in Half Moon Bay had caused Michael to drop out at the last minute.) As Brian looked out over the dusty greenery of the park, Thack ripped open the Velcro closure of his wallet and produced a joint."|"Sure of You"|"Armistead Maupin"
"ap 01:30"|one-thirty|"They left the park at one-thirty and took a bus up Twenty-fifth Avenue to the nursery. Thack would walk from there to a house off Geary he was assessing for the preservation people. When the bus stopped at Balboa, a pair of teenagers boarded with noisy ceremony. Some gut instinct told Brian to brace himself for trouble."|"Sure of You"|"Armistead Maupin"
"> 00:00"|"past midnight"|"It was agreed that they’d arrive at the restaurant in two cars: Mary Ann, Brian, and Burke in Mary Ann’s Mercedes; Michael and Thack in their VW. There was also the minor matter of a baby-sitter, and Nguyet, as usual, required nothing less than a bald-faced bribe before consenting to stay at the house past midnight. Brian, typically, knew next to nothing about the Rands, so while Burke was in the bathroom, Mary Ann dug into her stash of Interviews and gave her husband a hasty briefing."|"Sure of You"|"Armistead Maupin"
"ap 10:00"|"Ten o’clock"|"He marveled at the potency of an old nickname. “O.K. Fine. What time?”
“Ten o’clock?”
“Great. Shall I bring anything?”"|"Sure of You"|"Armistead Maupin"
"> 00:00"|"after midnight"|"“It gets louder and louder after midnight. And it’s no good closing your shutters, because it just gets hot and stuffy, and you can still hear the damn thing, anyway.”"|"Sure of You"|"Armistead Maupin"
09:00|"nine o’clock in the morning"|"Anna avoided this gentle harassment by staring at the big greasy clock on the wall of the Mermaid. Eventually she asked: “What time is it in San Francisco?”
Mona did some quick arithmetic. “Uh…nine o’clock in the morning.”
“Oh, good.” Anna rose suddenly and gave Stratos an apologetic look. “Would you be a dear and keep my daughter company for about ten minutes?”"|"Sure of You"|"Armistead Maupin"
12:00|noonday|"THEIR VILLA, LIKE MOST OF THE HOUSES AROUND IT, was a two-story stone building with a red-tile roof and big pine shutters that could be battened against the noonday sun. There was a kitchen (which they never used), a terrace dripping with dusty wisteria, and a pair of huge, high-ceilinged bedrooms overlooking the Aegean. When Mona awoke in hers, it usually took her a while to determine whether it was morning or late afternoon, since she hardly ever missed a siesta."|"Sure of You"|"Armistead Maupin"
"ap 08:00"|"Eight o’clock"|"“Eight o’clock. I thought you might like an early start, so you don’t have to travel in the heat of the day.”"|"Sure of You"|"Armistead Maupin"
"ap 04:00"|"four o’clock"|"“How long have you known her?” asked Mona.
Susan chuckled. “Since…oh, four o’clock.”
They had seemed like old friends."|"Sure of You"|"Armistead Maupin"
"< 00:00"|"Just before midnight"|"Just before midnight they drank thick. Greek coffee at a restaurant near the square. The breeze off the sea was chillier now, and Mona was sorry she hadn’t brought a jacket."|"Sure of You"|"Armistead Maupin"
"ap 03:00"|"three o’clock"|"When Mona woke to the three o’clock church bells, the air was much cooler, and there were fat, bruised clouds lolling outside her window. This had been her last siesta; tomorrow she’d be back in Athens, sitting on her luggage, waiting for her flight to Gatwick. Wilfred had insisted on meeting her plane, so she felt compelled to be strict about her schedule."|"Sure of You"|"Armistead Maupin"
00:00|midnight|"“Oh…”
“I’ve got a suite at the Meridien. You could be home by midnight.”
Well, well, thought Michael. How do you like this? “What about your wife?”"|"Sure of You"|"Armistead Maupin"
"ap 09:00"|nine|"“I’ve got pentamidine at nine, but I was hoping August could take a look at something.”
She nodded. “He’s out till noon.”
“Oh.”"|"Sure of You"|"Armistead Maupin"
12:00|noon|"“I’ve got pentamidine at nine, but I was hoping August could take a look at something.”
She nodded. “He’s out till noon.”
“Oh.”"|"Sure of You"|"Armistead Maupin"
12:00|noon|"“August’ll be back at noon. He should look at it. We can take a biopsy.”"|"Sure of You"|"Armistead Maupin"
