"ap 09:00"|nine|"“You will be admitted tonight at nine,” Lela whispered. He stared at her until she laughed. “I promise you. What is your name, pretty boy?”"|"Virtual Unrealities"|"Alfred Bester"
"ap 09:00"|nine|"“Ben Hur.”
“Tonight at nine, Ben Hur.”
The litter moved on. Outside the Forum, Julius Caesar passed in hot argument with Savonarola. When he saw the litter he motioned sharply to the centurions, who stopped at once. Caesar swept back the curtains and stared at Lela, who regarded him languidly. Caesar’s face twitched."|"Virtual Unrealities"|"Alfred Bester"
12:00|noon|"The nurse-man locked the door again, turned and ran down the corridor. Halsyon waited until he disappeared into a supply room, then turned and ran in the opposite direction. He went through the heavy doors to the main wing corridor, still cleverly mopping, still sputtering with cunning indignation. He reached the main building. He was halfway out and still no alarm. He knew those brazen bells. They tested them every Wednesday noon."|"Virtual Unrealities"|"Alfred Bester"
"ap 04:30"|4:30|"He slipped into his house at 4:30, dropped his books in his room, stole into the living room, sneaked a cigarette and was on his way out when he discovered his mother and father inspecting him. His mother looked shocked. His father was gaunt and bitter."|"Virtual Unrealities"|"Alfred Bester"
00:00|midnight|"By midnight they reached Piccadilly Circus. The December ice storm had not slackened, and the statue of Eros was encrusted with ice. They turned right, walked down to Trafalgar Square and then along the Strand shaking with cold and wet. Just above Fleet Street, Vandaleur saw a solitary figure coming from the direction of St. Paul’s. He drew the android into an alley."|"Virtual Unrealities"|"Alfred Bester"
"~ 07:30"|"about prime"|"“For God’s sake!” Vandaleur burst out. “You’ve attacked, destroyed, murdered. Don’t gibber about prime directives. You haven’t any left. Get his money. Kill him if you have to. I tell you, we’re desperate!”"|"Virtual Unrealities"|"Alfred Bester"
07:00|"seven A.M."|"That night he shuttled back and forth between the future and the past in his ferment, and he was down at the shop by seven A.M. He put a twenty-four-hour claim on the Compo and Files. He followed up his hunch and he came up with a fantastic discovery which he graphed in approved form. On the map of the remains of the United States he drew concentric circles in colors illustrating the areas of population increase. The red, orange, yellow, green and blue circles formed a perfect target around Finney County, Kansas."|"Virtual Unrealities"|"Alfred Bester"
12:00|noon|"Boyne waved her back, and she sat down like a child. To Knight he said: “This noon you entered premises of J. D. Craig & Co., dealer in printed books. You purchased, through transfer of money, four books. Three do not matter, but the fourth …” He tapped the wrapped parcel emphatically. “That is the crux of this encounter.”"|"Virtual Unrealities"|"Alfred Bester"
12:00|noon|"The second step was more complicated. John Strapp was very much in demand. He was scheduled for Decisions at the rate of two a week straight through the first of the year. Could Bruxton wait that long for an appointment? Bruxton could not. Bruxton was TT’d a list of John Strapp’s future appointments and told to arrange a swap with any of the clients as best he could. Bruxton bargained, bribed, blackmailed and arranged a trade. John Strapp was to appear at the Alcor central plant on Monday, June 29, at noon precisely."|"Virtual Unrealities"|"Alfred Bester"
09:00|"nine o’clock that Monday morning"|"Then the mystery began. At nine o’clock that Monday morning, Aldous Fisher, the acidulous liaison man for Strapp, appeared at Bruxton’s offices. After a brief conference with Old Man Bruxton himself, the following announcement was broadcast through the plant: ATTENTION! ATTENTION! URGENT! URGENT! ALL MALE PERSONNEL NAMED KRUGER REPORT TO CENTRAL. REPEAT. ALL MALE PERSONNEL NAMED KRUGER REPORT TO CENTRAL. URGENT. REPEAT. URGENT!"|"Virtual Unrealities"|"Alfred Bester"
"ap 11:30"|eleven-thirty|"By eleven-thirty, Bruxton Biotics was running a fever. Why send home all the Krugers? What did it have to do with the legendary John Strapp? What kind of man was Strapp? What did he look like? How did he act? He earned Cr. 10 millions a year. He owned 1 percent of the world. He was so close to God in the minds of the personnel that they expected angels and golden trumpets and a giant bearded creature of infinite wisdom and compassion."|"Virtual Unrealities"|"Alfred Bester"
"ap 11:40"|eleven-forty|"At eleven-forty Strapp’s personal bodyguard arrived—a security squad of ten men in plainclothes who checked doors and halls and cul-de-sacs with icy efficiency. They gave orders. This had to be removed. That had to be locked. Such and such had to be done. It was done. No one argued with John Strapp. The security squad took up positions and waited. Bruxton Biotics held its breath."|"Virtual Unrealities"|"Alfred Bester"
12:00|Noon|"Noon struck, and a silver mote appeared in the sky. It approached with a high whine and landed with agonizing speed and precision before the main gate. The door of the ship snapped open. Two burly men stepped out alertly, their eyes busy. The chief of the security squad made a sign. Out of the ship came two secretaries, brunette and redheaded, striking, chic, efficient. After them came a thin, fortyish clerk in a baggy suit with papers stuffed in his side pockets, wearing horn-rimmed spectacles and a harassed air. After him came a magnificent creature, tall, majestic, clean-shaven but of infinite wisdom and compassion."|"Virtual Unrealities"|"Alfred Bester"
"ap 10:30"|ten-thirty|"But I am force. Approach. Two blows, neck and gut. Down he go, writhing. I trample spectacles and smash watch. Then I’m permitted to go downstairs again. It was ten-thirty. I was late. Damn! Took taxi to 99 Wall Street. Drivers pattern smelled honest; big black man, quiet and assured. Tipped him fifty dollars. He raise eyebrows. Sealed one thousand in envelope (secretly) and sent driver back to bldg. to find and give to N. N. Chapin on tenth floor. Did not enclose note: “From your unknown admirer.”"|"Virtual Unrealities"|"Alfred Bester"
"ap 11:30"|eleven-thirty|"But this is only crude example of arbitrage; actually the buying and selling must follow intricate patterns and have perfect timing. Money markets are jumpy today. Big Boards are hectic. Gold fluctuating. I am behind at eleven-thirty, but the patterns put me ahead $57,075.94 by half-past noon, Daylight Saving Time."|"Virtual Unrealities"|"Alfred Bester"
12:30|"half-past noon"|"But this is only crude example of arbitrage; actually the buying and selling must follow intricate patterns and have perfect timing. Money markets are jumpy today. Big Boards are hectic. Gold fluctuating. I am behind at eleven-thirty, but the patterns put me ahead $57,075.94 by half-past noon, Daylight Saving Time."|"Virtual Unrealities"|"Alfred Bester"
02:30|"2:30 A.M."|"She looked at me through the storm; violet eyes full of youth and determination and tenderness and fear. I could see she, too, was being forced and was angry and afraid. And I knew how lonely I was, never daring to make friends, to love, to share. I could fall into those violet eyes and never come up. I looked at the clock. 2:30 A.M. Sometimes quiet at this hour. Perhaps my AmerEng would stay with me a while longer."|"Virtual Unrealities"|"Alfred Bester"
04:00|"4:00 A.M."|"I take a breath. Always the same problem. The reality is so strange that I have to use simile and metaphor. But it was 4:00 A.M. and maybe the jumble wouldn’t interrupt my speech for a while. “Do you like to dance?”"|"Virtual Unrealities"|"Alfred Bester"
"ap 03:00"|"three o’clock"|"It wasn’t until three o’clock the following afternoon that they finally got a car working, and it wasn’t a Caddy, but a Chevy—a hardtop because Mayo didn’t like the idea of being exposed to the weather in a convertible. They drove out of the Tenth Avenue garage and back to the East Side, where Linda felt more at home. She confessed that the boundaries of her world were from Fifth Avenue to Third, and from 42nd Street to 86th. She was uncomfortable outside this pale."|"Virtual Unrealities"|"Alfred Bester"
"ap ~ 07:00"|"around seven o’clock"|"Daytime, we’d get in supplies and stuff, and tinker with the house to keep it working right. Nights, after supper, Gil would go off to WNHA around seven o’clock and start the station. He was running it on the emergency generators. I’d go down to “The Body Slam,” open it up, sweep it out, and then start the bar TV set. Gil fixed me a generator for it to run on."|"Virtual Unrealities"|"Alfred Bester"
00:00|Midnight|"Midnight, Gil would turn off WNHA, I’d lock up the restaurant, and we’d meet home for coffee. Gil would ask how many sets I shot, and laugh when I told him. He said I was the most accurate TV poll ever invented. I’d ask him about what shows were coming up next week and argue with him about … oh … about like what movies or football games WNHA was scheduling. I didn’t like Westerns much, and I hated them high-minded panel discussions."|"Virtual Unrealities"|"Alfred Bester"
"ap 07:00"|"seven o’clock"|"Next day I felt a lot better, and when I went down to “The Body Slam” at seven o’clock to clean up, I was whistling kind of cheerful. I swept out the restaurant, polished the bar, and then turned on the TV to get the news and weather. You wouldn’t believe it, but the set was busted. I couldn’t get a picture. I couldn’t even get a sound. My last set, busted."|"Virtual Unrealities"|"Alfred Bester"
"ap 03:15"|"Three fifteen"|"“What number?”
“Three fifteen. Say, what is all this?”
“Nothing, Jim. Just curious. No offense. Now I think I’d better get our picnic things.”"|"Virtual Unrealities"|"Alfred Bester"
"ap > 03:00"|"past three o’clock"|"It was past three o’clock when he got back to the boathouse. He eased in, trying to appear casual, hoping the extra gun he was carrying would go unnoticed. Linda was sitting on the piano bench with her back to him."|"Virtual Unrealities"|"Alfred Bester"
12:00|midday|"“At midday, Mr. Jukes takes a second meal, usually a community affair with thousands of others in a giant stadium. He returns to his office and resumes work, but you must understand that conditions were not ideal for concentration, which is why he was forced to labor as much as four and six hours a day. In those deplorable times there was a constant uproar of highway robberies, hijackings, gang wars and other brutalities. The air was filled with falling bodies as despairing brokers leaped from their office windows."|"Virtual Unrealities"|"Alfred Bester"
00:00|midnight|"“Very good. I will pick you up at midnight. You will be wearing rough tweeds, a felt hat pulled down over your face, and stout shoes. You will carry one hundred feet of mountaineering rope, prism binoculars, and an ugly snub-nosed fission gun. Your code identity will be .369.”"|"Virtual Unrealities"|"Alfred Bester"
23:00|"2300 hours"|"At 2300 hours, Inspector Robinson put the salver down and yawned prodigiously. The cue was picked up by his staff, and the entire mansion echoed with yawns. In the living room, Inspector Robinson undressed, put on a nightgown and nightcap, lit a candle and extinguished the lights. He put out the library lights, leaving only the pin spot focused on the safe dial. Then he trudged upstairs. In other parts of the house his staff also changed to nightgowns, and then joined him. The Webb home was dark and silent."|"Virtual Unrealities"|"Alfred Bester"
00:00|twenty-four|"An hour passed; a clock chimed twenty-four. A loud clank sounded from the direction of Skouras Drive."|"Virtual Unrealities"|"Alfred Bester"
00:00|midnight|"The window creaked up; there were scrapes and grunts as the midnight intruder climbed through. When he finally stood upright in the library, his silhouette against the beam of the pin spot was apelike. He looked around uncertainly for some time, and at last began searching aimlessly through drawers and cupboards."|"Virtual Unrealities"|"Alfred Bester"
