12:00|noon|"At noon, having no money, he begged coffee from a trader at Chinlee and went on, treasuring his hunger because of the feasting to come. Now he began to meet Navajos of all ages, riding to the dance. The young men bunched together—a line of jingling bridles, dark, excited faces, flashing silver, turquoise, velveteen shirts, dirty, ragged overalls, a pair of plaid calico leggins, a pair of turkey-red ones. Some of them were heavy with jewelry; Horse Giver's Son wore over four hundred dollars in silver alone; most of them had more than Laughing Boy. They stopped to look at his bow-guard, which he himself had made."|"Laughing Boy"|"Oliver La Farge"
"ap 03:50"|three-fifty|"'How much will you bet on yourself?'
'I have three-fifty and this bow-guard.'
'That makes eight-fifty.'"|"Laughing Boy"|"Oliver La Farge"
"ap 08:50"|eight-fifty|"'How much will you bet on yourself?'
'I have three-fifty and this bow-guard.'
'That makes eight-fifty.'"|"Laughing Boy"|"Oliver La Farge"
"ap 03:50"|three-fifty|"'I have three-fifty and this bow-guard.'
'That makes eight-fifty.'
'The bow-guard is worth more; it is worth ten dollars.'"|"Laughing Boy"|"Oliver La Farge"
"ap 08:50"|eight-fifty|"'I have three-fifty and this bow-guard.'
'That makes eight-fifty.'
'The bow-guard is worth more; it is worth ten dollars.'"|"Laughing Boy"|"Oliver La Farge"
"ap 11:50"|eleven-fifty|"The man looked at it judgingly. 'Well, it is worth eight. That makes eleven-fifty. Why don't you bet your belt?'"|"Laughing Boy"|"Oliver La Farge"
"ap 03:50"|three-fifty|"They piled up the stakes: three-fifty and a bow-guard against eleven-fifty, belt against belt. The belt was worth money, but it was ugly, Laughing Boy thought. He did not like this man. He knew how to dance improperly."|"Laughing Boy"|"Oliver La Farge"
"ap 11:50"|eleven-fifty|"They piled up the stakes: three-fifty and a bow-guard against eleven-fifty, belt against belt. The belt was worth money, but it was ugly, Laughing Boy thought. He did not like this man. He knew how to dance improperly."|"Laughing Boy"|"Oliver La Farge"
12:00|noon|"Laughing Boy gathered up his winnings. He looked around. Slim Girl had disappeared. He was hungry. He hunted up Jesting Squaw's Son.
'It is noon. Let us go eat.'
"|"Laughing Boy"|"Oliver La Farge"
"ap 09:50"|nine-fifty|"'Here, I have nine-fifty. That is all I have.' The man held out the money."|"Laughing Boy"|"Oliver La Farge"
00:00|midnight|"The dance of the second night was much like that of the first, although perhaps a little less exuberant. He entered once more into the river of song, and was happy, yelling his head off, save that he kept on being conscious of that girl. While she was dancing, he would forget about her, but when he saw her looking for another partner, he would be uneasy until she had made her choice. He noticed that she did not dance with Red Man. Halfway between midnight and dawn, the women having departed, he fell out, to sleep by a fire."|"Laughing Boy"|"Oliver La Farge"
12:00|noon|"Slim Girl's idea of travel on horseback was that one should ride during the cooler part of the morning, rest out the noon down-pour of light and heat in a shady place, and use the last of the day to find the nearest friendly hogahn. There could be none of that now, she knew. Her man was a Navajo and a horseman; when he settled in the saddle, as the sides of his calves touched his pony's barrel, and he felt the one current run through them, there was always that little look of uplift. Probably half of the waking hours of his life had been spent on a horse's back, but not the longest day could destroy in him a certain pleasure in even the workaday jog or mechanical, mile-eating lope of a good pony."|"Laughing Boy"|"Oliver La Farge"
12:00|midday|"It was not so bad as she had feared. At this late time of year it was hardly hot even at midday. Her weaving and occasional hours in the cornfield had hardened her somewhat. The high-cantled Navajo saddle he had made for her, with its seat of slung leather over which a dyed goatskin was thrown, was more comfortable than one would have thought possible. The miles stretched out before them, shrank, and were overpassed. She was tired in the late afternoon, thirsty from dust, silent. She watched this man who rode before her, so easy in his saddle, so at home, going back to his own country."|"Laughing Boy"|"Oliver La Farge"
02:30|vigils|"And still the ceremony was only half over. What would the remainder bring? She watched the changing rites. The ninth night passed, and the tenth day. She marvelled at the men's endurance; they had periods of rest, but there were night vigils, and for Mountain Singer, endless preparatory prayers. He did not seem tired; rather one would say that he drew rest and strength from his songs. She was sorry for the sick girl, a passive bundle of blankets inside the medicine hogahn, sadly in need of quiet and fresh air."|"Laughing Boy"|"Oliver La Farge"
12:00|noonday|"He smoked, and at length slept fitfully through the noonday heat, wakened now and again by flies, to drowse delightfully and return to sleep. In the late evening he went to where a waterfall in 
the arroyo made a trickling shower bath. The water refreshed him; he was hungry once more, and felt better."|"Laughing Boy"|"Oliver La Farge"
12:00|noon|"On one day, when autumn had begun to take the weight out of the noon sunshine, he sat basking on a hillock, smoking, with his pony beside him. He was lazily content, and comfortable enough within himself not to mind the sight of a human approaching. He felt like talking to some one."|"Laughing Boy"|"Oliver La Farge"
12:00|Midday|"Midday was warm, sandy dust rose from the trail in clouds. Laughing Boy munched raisins and chocolate as he rode, remembering when the men on the posse had offered him the same rations. That girl, she was a whole war-party in herself! The stallion balked at the railroad tracks, considered, and cleared them with a nervous leap."|"Laughing Boy"|"Oliver La Farge"
