19:39|1939|"For many years it was my good fortune to witness, chronicle, and in some instances to assist my friend, Mr. Sherlock Holmes, in a number of the cases which were submitted to him in his unique capacity as a consulting detective. Indeed, in 1881,* when I committed to paper the substance of our first case together, Mr. Holmes was, as he said, the world's  only consulting detective. The ensuing years have seen that situation remedied to the satisfactory degree that today, in 1939, consulting detectives (if not actually known by that name) flourish both within and without the police contingent of nearly every country in the so-called civilized world. Many of them, I am gratified to see, employ the methods and techniques first developed by my singular friend so long ago—though not all of them are gracious enough to give his genius the wealth of credit it deserves."|"The Seven-Percent Solution"|"Nicholas Meyer"
03:00|"three in the morning"|"I apologized and conceded that the memory was in fact my imagination, and, with a few more words, Holmes took his leave. He overrode my objections that it was hard on three in the morning."|"The Seven-Percent Solution"|"Nicholas Meyer"
"ap < 02:00"|"almost two"|"I looked at my watch and noted that it was almost two. With the better part of the day gone by, it would be foolish to resume my practice, for Mary would be returning from Mrs. Forrester's at five and it was my intention to be at Waterloo by then to meet her."|"The Seven-Percent Solution"|"Nicholas Meyer"
"ap 05:00"|five|"I looked at my watch and noted that it was almost two. With the better part of the day gone by, it would be foolish to resume my practice, for Mary would be returning from Mrs. Forrester's at five and it was my intention to be at Waterloo by then to meet her."|"The Seven-Percent Solution"|"Nicholas Meyer"
"ap < 10:00"|"nearly ten"|"""Will you go there now?"" she protested. ""It is nearly ten. Jack, you have done enough for one day."""|"The Seven-Percent Solution"|"Nicholas Meyer"
00:00|midnight|"""The professor."" Holmes spoke with an exasperated air as he stood up. ""That is his house behind you in the fog. I was keeping watch on the residence myself, last night (usually I have paid Wiggins* to do it), and all was normal until midnight. It was raw and damp, and I went to the public house down the road for some brandy to warm my insides. While I was gone, two men came to see him. What they said I have no way of knowing, but I don't doubt that they were spies in his pay, come to tell him of my nets closing upon him. When I returned they had gone, and all was as I had left it. Then, this morning at eleven, I received a wire from Wiggins. Sometime between the time I left and he assumed my place, the professor departed. How or where we have yet to discover. I came here as you saw me lest his friends should lie in ambush."""|"The Seven-Percent Solution"|"Nicholas Meyer"
"ap 11:00"|eleven|"""The professor."" Holmes spoke with an exasperated air as he stood up. ""That is his house behind you in the fog. I was keeping watch on the residence myself, last night (usually I have paid Wiggins* to do it), and all was normal until midnight. It was raw and damp, and I went to the public house down the road for some brandy to warm my insides. While I was gone, two men came to see him. What they said I have no way of knowing, but I don't doubt that they were spies in his pay, come to tell him of my nets closing upon him. When I returned they had gone, and all was as I had left it. Then, this morning at eleven, I received a wire from Wiggins. Sometime between the time I left and he assumed my place, the professor departed. How or where we have yet to discover. I came here as you saw me lest his friends should lie in ambush."""|"The Seven-Percent Solution"|"Nicholas Meyer"
"< 12:00"|"almost noon"|"When I awoke it was almost noon. I was covered by Holmes's hound's-tooth travelling cloak, with my legs propped up on the seat. My companion sat across from me as I had left him, staring out the window and smoking his pipe."|"The Seven-Percent Solution"|"Nicholas Meyer"
"< 00:00"|"Towards midnight"|"Towards midnight Dr. Freud insisted that I try to get some rest, pointing out that I could not possibly be of use to my friend in this, his greatest hour of trial. Unwillingly I returned to my own room."|"The Seven-Percent Solution"|"Nicholas Meyer"
"ap 08:30"|"half-past eight"|"He rose and looked at his watch. ""Doctor, is your wife prepared to join us? I believe you said the curtain was at half-past eight?"""|"The Seven-Percent Solution"|"Nicholas Meyer"
12:00|mid-day|"""We will also commission a special,"" Holmes informed him, but the man explained that it required some hours' notice to clear the tracks ahead by telegraph and put together such a train. The Baron had evidently ordered his the moment we had left his house at mid-day."|"The Seven-Percent Solution"|"Nicholas Meyer"
"< 05:00"|"towards five in the morning"|"As we tore through the night on our mad chase, that car disappeared entirely under our ministrations, and our speed did not slacken. We stopped only to change points in order to maintain our circuitous route, and once, towards five in the morning, at the engineer's insistence, we halted at Ebensee to take on water. It was an operation that lasted some minutes, and a good deal of steam escaped into the predawn air with a shriek and a shower of sparks, but the engineer was considerably relieved to have done it, and we gathered speed once more, contenting ourselves with the stationmaster's assurance that the Baron had no doubt encountered worse obstacles negotiating the big terminus at Linz."|"The Seven-Percent Solution"|"Nicholas Meyer"
