"ap 05:15"|Five-Fifteen|"Part I: Lies
    

    
      1. The Teevee

      (2021)
    

    
      2. A & P

      (2021)
    

    
      3. The White Uniform

      (2021)
    

    
      4. January

      (2021)
    

    
      5. Richard M. Williken

      (2024)
    

    
      6. Amparo

      (2024)
    

    
      7. Len Rude

      (2024)
    

    
      8. The Love Story

      (2024)
    

    
      9. The Air Conditioner

      (2024)
    

    
      10. Lipstick

      (2026)
    

    
      11. Crossing Brooklyn Ferry

      (2026)
    

    
      Part II: Talk
    

    
      12. The Bedroom

      (2026)
    

    
      13. Shrimp, in Bed

      (2026)
    

    
      14. Lottie, at Bellevue

      (2026)
    

    
      15. Lottie, at the White Rose Bar

      (2024)
    

    
      16. Mr. Hanson, in Apartment 1812

      (2024)
    

    
      17. Mrs. Hanson, at the Nursing Home

      (2021)
    

    
      Part III: Mrs. Hanson
    

    
      18. The New American Catholic Bible

      (2021)
    

    
      19. A Desirable Job

      (2021)
    

    
      20. A & P, continued

      (2021)
    

    
      21. Juan

      (2021)
    

    
      22. Leda Holt

      (2021)
    

    
      23. Len Rude, continued

      (2024)
    

    
      24. The Love Story, continued

      (2024)
    

    
      25. The Dinner

      (2024)
    

    
      Part IV: Lottie
    

    
      26. Messages Are Received

      (2024)
    

    
      Part V: Shrimp
    

    
      27. Having Babies

      (2024)
    

    
      28. 53 Movies

      (2024)
    

    
      29. The White Uniform, continued

      (2021)
    

    
      30. Beauty and the Beast

      (2021)
    

    
      31. A Desirable Job, continued

      (2021)
    

    
      32. Lottie, in Stuyvesant Square

      (2021)
    

    
      33. Shrimp, in Stuyvesant Square

      (2021)
    

    
      34. Shrimp, at the Asylum

      (2024)
    

    
      35. Richard M. Williken, continued

      (2024)
    

    
      Part VI: 2026
    

    
      36. Boz
    

    
      37. Mickey
    

    
      38. Father Charmain
    

    
      39. The Five-Fifteen Puppets
    

    
      40. Hunt’s Tomato Catsup
    

    
      41. At the Falls
    

    
      42. Lottie, at Bellevue, continued
    

    
      43. Mrs. Hanson, in Room 7"|334|"Thomas M. Disch"
"ap 02:00"|"two o’clock"|"He sat down to study the History of Art. He stared at the picture of Socrates in the bad light. With one hand he was holding a big cup, with the other he was giving somebody the finger. He didn’t seem to be dying at all. The midterm was going to be tomorrow afternoon at two o’clock. He really had to study. He stared at the picture more intently. Why did people paint pictures anyhow? He stared until his eyes hurt."|334|"Thomas M. Disch"
"ap 01:02"|1:02|"Right on the button, at 1:02, they rang down from ‘A’ Surgery. A body."|334|"Thomas M. Disch"
"ap 11:58"|11:58|"He took down the name in the logbook. He’d neglected to start a new page and the messenger hadn’t come by yet for yesterday’s, so he entered Time of Death as 11:58 and printed the name in neat block letters: NEWMAN, BOBBI."|334|"Thomas M. Disch"
"ap 05:45"|5:45|"5:45. This close to clocking out, Chapel didn’t want to return to the duty room and risk a last-minute assignment. “Any dinners left?” he asked the nurse."|334|"Thomas M. Disch"
06:00|"six a.m."|"Chapel smiled. The little miracles were starting to unfold themselves in his blood stream, but that was almost beside the point. The point was simple: They were dying: he was alive. He had survived and they were bodies. The spring sunlight added its own additional touch of good cheer to the here of heaven and the now of six a.m."|334|"Thomas M. Disch"
22:00|"ten that night"|"At this particular April moment, with the traffic so light on the avenue you could drink the air like a 7-Up, with the sun shining, with nowhere in particular to be until ten that night, and with $115 of discretionary income, Ab felt like an old movie, full of songs and violence and fast editing. Boff, smack, pow, that’s how Ab was feeling now, and as the opposite sex approached him from the other direction, he could feel their eyes fastening on him, measuring, estimating, admiring, imagining."|334|"Thomas M. Disch"
"> 03:00"|"after 3 a.m."|"There might be time, barely and with the best luck. White hadn’t left the morgue till after 3 a.m. It was still short of noon. He’d buy the body back, even if it meant paying White something extra for his disappointment. After all, in the long run White needed him as much as he needed White."|334|"Thomas M. Disch"
12:00|noon|"There might be time, barely and with the best luck. White hadn’t left the morgue till after 3 a.m. It was still short of noon. He’d buy the body back, even if it meant paying White something extra for his disappointment. After all, in the long run White needed him as much as he needed White."|334|"Thomas M. Disch"
"~ 12:00"|"around noon"|"“Here’s the story,” Ab said, standing close to White and speaking in a loud voice so there could be no misunderstanding. “It turns out that the one you came for last night was actually insured by her parents, out in Arizona, without her knowing. The hospital records didn’t say anything about it, but what happened is the various clinics have a computer that cross-checks against the obits. They caught it this morning and called the morgue around noon.”"|334|"Thomas M. Disch"
