"ap 01:00"|one|"19   Met. 1047b 1-1048a 16. See also H. H. Joachim, The Nicomachean Ethics (Oxford, 1951), pp. 108-110. This distinction is not consistently maintained, for Aristotle sometimes connects contingency with matter as such. See also Met. 1050b 6-14: “Every potency is at one and the same time a potency of the opposite.”"|"Fate, Time, and Language"|"David Foster Wallace"
"ap 01:00"|one|"Causation. Again, it does no good here to appeal to any particular analyses of causation, or to the fact, if it is one, that causes only “work” forwards and not backwards, for our problem has been formulated without any reference to causation. It may be, for all we know, that causal relations have an unalterable direction (which is an unclear claim in itself), but it is very certain that the relations of necessity and sufficiency between events or states of affairs have not, and it is in terms of these that our data have been described."|"Fate, Time, and Language"|"David Foster Wallace"
10:00|"10 A.M."|"From “ ‘There is (either tenselessly or in any tense you like) a large brown cup on the table at 10 A.M. (Tuesday, July 8, 1964)’ is true,” it follows that the cup is large, that it is brown, that it is on the table, and that all of these things characterize the cup at 10 A.M. What does not follow is that the truth that the large brown cup is on the table at 10 A.M. is itself large or brown or on the table or temporally located at 10 A.M. As we in fact use our language, it makes no more sense to attribute a time to truth than it does to ascribe to it a size, a color, or a place. Once again we find that Taylor and Cahn are engaged in a radical revision of ordinary language, one which seems to make no sense and to which they have given no sense."|"Fate, Time, and Language"|"David Foster Wallace"
12:00|noon|"Probably the most important and influential twentieth-century work on the problem of future contingents has been done by Jan Łukasiewicz and Richard Taylor. Łukasiewicz, according to Susan Haack, regarded the problem as the primary motivation for his pioneering work in the metatheory of many-valued logics.2 His 1930 “Many-Valued Systems of Propositional Logic” includes this concise characterization of a standard form of the problem and its potential implications for logical theory:I can assume without contradiction that my presence in Warsaw at a certain moment of next year, e.g. at noon on 21 December, is at the present time determined neither positively nor negatively. Hence it is possible, but not necessary, that I shall be present in  Warsaw at the given time. On this assumption the proposition ‘I shall be in Warsaw at noon on 21 December of next year,’ can at the present time be neither true nor false. For if it were true now, my future presence in Warsaw would have to be necessary, which is contradictory to the assumption. If it were false now, on the other hand, my future presence in Warsaw would be impossible, which is also contradictory to the assumption. Therefore the proposition considered is at the moment neither true nor false and must possess a third value, different from ‘0’ or falsity and ‘1’ or truth. This value we can designated by ‘½.’ It represents ‘the possible’ and joins ‘the true’ and ‘the false’ as a third value.3"|"Fate, Time, and Language"|"David Foster Wallace"
"ap 03:50"|3:50|"But there is a further distinction to be drawn, that between two at least potentially different types of physical modality. There seems to be a difference between what is just physically possible in general and what is physically possible for a given agent to do in a given set of circumstances. The former might be termed physical possibility simpliciter. It concerns what is and is not consistent with the laws of nature per se. (It is physically impossible simpliciter to travel faster than the speed of light. It is physically necessary simpliciter that for every action there is an equal and opposite reaction.) The latter type of modality, on the other hand, might be termed situational physical modality. It concerns the modal character of events, actions, and states of affairs, taking into account not only general and unchanging physical laws, but also the situations and circumstances that can affect what is possible and necessary at certain places at certain times. For instance, exactly three weeks ago it was situationally physically possible for me, at3:50pm, to lay both hands on the front wall of Amherst College’s Johnson Chapel. Today it is not now possible for me to lay both hands on the Chapel at 3:50, because it is now 3:49.30, and I am not even in Massachusetts. It is, of course, physically possible simpliciter for a human being to lay hands on our Chapel, and this fact never changes, so long as there are hands and a Johnson Chapel. Any constraints on the physical possibility of touching the chapel would have to be situational constraints."|"Fate, Time, and Language"|"David Foster Wallace"
"ap 03:49"|3:49|"But there is a further distinction to be drawn, that between two at least potentially different types of physical modality. There seems to be a difference between what is just physically possible in general and what is physically possible for a given agent to do in a given set of circumstances. The former might be termed physical possibility simpliciter. It concerns what is and is not consistent with the laws of nature per se. (It is physically impossible simpliciter to travel faster than the speed of light. It is physically necessary simpliciter that for every action there is an equal and opposite reaction.) The latter type of modality, on the other hand, might be termed situational physical modality. It concerns the modal character of events, actions, and states of affairs, taking into account not only general and unchanging physical laws, but also the situations and circumstances that can affect what is possible and necessary at certain places at certain times. For instance, exactly three weeks ago it was situationally physically possible for me, at3:50pm, to lay both hands on the front wall of Amherst College’s Johnson Chapel. Today it is not now possible for me to lay both hands on the Chapel at 3:50, because it is now 3:49.30, and I am not even in Massachusetts. It is, of course, physically possible simpliciter for a human being to lay hands on our Chapel, and this fact never changes, so long as there are hands and a Johnson Chapel. Any constraints on the physical possibility of touching the chapel would have to be situational constraints."|"Fate, Time, and Language"|"David Foster Wallace"
"ap 04:00"|"four o’clock"|"Here I’m simply going to transcribe Taylor’s and Lehrer’s (T and L’s) picture of the relevant case from their paper itself, since their description is concise and important.Smith, who works in the country, has promised his wife to be in the city at four o’clock. It is now shortly before half past three, and Smith is seated at a table in the country airport not far from a plane that is about to depart for the city. At the present time, this plane, which leaves at half past three, is the swiftest possible means of transportation to the city, and the plane arrives non-stop in the city at precisely four o’clock. Finally, let us suppose that although there is nothing to prevent Smith from leaving on the plane at half past three, he in fact does not do so."|"Fate, Time, and Language"|"David Foster Wallace"
"ap < 03:30"|"shortly before half past three"|"Here I’m simply going to transcribe Taylor’s and Lehrer’s (T and L’s) picture of the relevant case from their paper itself, since their description is concise and important.Smith, who works in the country, has promised his wife to be in the city at four o’clock. It is now shortly before half past three, and Smith is seated at a table in the country airport not far from a plane that is about to depart for the city. At the present time, this plane, which leaves at half past three, is the swiftest possible means of transportation to the city, and the plane arrives non-stop in the city at precisely four o’clock. Finally, let us suppose that although there is nothing to prevent Smith from leaving on the plane at half past three, he in fact does not do so."|"Fate, Time, and Language"|"David Foster Wallace"
"ap 03:30"|"half past three"|"Here I’m simply going to transcribe Taylor’s and Lehrer’s (T and L’s) picture of the relevant case from their paper itself, since their description is concise and important.Smith, who works in the country, has promised his wife to be in the city at four o’clock. It is now shortly before half past three, and Smith is seated at a table in the country airport not far from a plane that is about to depart for the city. At the present time, this plane, which leaves at half past three, is the swiftest possible means of transportation to the city, and the plane arrives non-stop in the city at precisely four o’clock. Finally, let us suppose that although there is nothing to prevent Smith from leaving on the plane at half past three, he in fact does not do so."|"Fate, Time, and Language"|"David Foster Wallace"
"ap 03:30"|3:30|"In the case that we have imagined the following statements are all true of Smith:(1) If Smith does not leave at 3:30, then he cannot arrive at 4:00;"|"Fate, Time, and Language"|"David Foster Wallace"
