09:04|"9:04 a.m."|"“I will wait in the lobby,” said a private message from the Hungarian woman, with a 9:04 a.m. time stamp on it."|"The Rise and Fall of D.O.D.O_"|"Neal Stephenson"
18:00|"6 p.m."|"“Come before 6 p.m. or it will be harder to leave because of the Night Guard.”"|"The Rise and Fall of D.O.D.O_"|"Neal Stephenson"
"ap 09:00"|0900|"It was clear from her tone that Tristan should not bother asking more of her. He looked both contented and resigned. “That’s a wrap, then,” he announced to all of us. “Back here at 0900 tomorrow. And Miss Karpathy, thank you for your efforts today. You have begun to change the future of magic. Thank you.”"|"The Rise and Fall of D.O.D.O_"|"Neal Stephenson"
12:00|midday|"What followed was a six-hour stretch of déjà vu, ameliorated by the benefit of hindsight-as-foresight. The witch and I had almost the same conversation we’d had before. I declined the maize, knowing what it would do to my innards. When she offered me the musket ball and piece of wampum, I begged her for a second wampum bead, and she gave it to me. I asked her if I might wear her corset, since I was going out into the world and she was not, but she declined, as she expected Goody Griggs to be by to quilt midday and did not want to appear slovenly to a neighbor."|"The Rise and Fall of D.O.D.O_"|"Neal Stephenson"
"ap 04:59"|"1 OF 5"|"SLIDE 6: OPERATION “BOLSTER GAINS”

      ACHIEVEMENTS TO DATE (1 OF 5), INSERTION OF RED TEAM LEADER TO DODO SITE PRIME, CAMBRIDGE, MA"|"The Rise and Fall of D.O.D.O_"|"Neal Stephenson"
06:04|"6:04 a.m."|"Transportation from Washington, DC, area proceeded nominally via civilian transport modalities. Exploitation of a remote credentials override on site security system enabled Red Team Leader to achieve ingress to facility without incident at 6:04 a.m. Tactical objective was to arrive, set up temporary work base, and “hit the ground running” prior to the arrival on site of existing (“Blue Team”) personnel, setting an example and jarring them out of complacent work habits."|"The Rise and Fall of D.O.D.O_"|"Neal Stephenson"
"ap 04:58"|"2 OF 5"|"SLIDE 7: OPERATION “BOLSTER GAINS”

      ACHIEVEMENTS TO DATE (2 OF 5), INCIDENT REPORT"|"The Rise and Fall of D.O.D.O_"|"Neal Stephenson"
"ap 06:04"|6:04|"Upon breaching secure perimeter and achieving site ingress at 6:04, Red Team Leader was confronted by Blue Team Leader (Lyons), who contrary to expectations was already on site and awake, having pushed all furniture to the walls, stripped to his underwear, and was performing drills with a long, one-handed sword [sic], later identified from Internet research as a “backsword.” Blue Team Leader was perspiring heavily, indicating a high degree of physical activity, and executing a combination of thrusting movements with sweeping cuts at various angles. Upon becoming aware that Red Team Leader had ingressed the facility, and not knowing in advance of his insertion, Lyons placed the tip of his weapon in close proximity to Red Team Leader’s chest. Upon visual inspection the tip was observed to be sharp, in contravention of common-sense safety procedures. Lyons advanced, obliging Red Team Leader to retreat until cornered behind a potted plant (deceased). Having thereby gained tactical advantage Lyons interrogated Red Team Leader as to his authorization, making a cellphone call with his free hand, until satisfied that Red Team Leader was duly authorized. The standoff then terminated without further incident (and without apology)."|"The Rise and Fall of D.O.D.O_"|"Neal Stephenson"
"ap 04:57"|"3 of 5"|"SLIDE 8: OPERATION “BOLSTER GAINS”

      ACHIEVEMENTS TO DATE (3 of 5), “BROKEN WINDOWS”

      POLICY PLACED IN EFFECT"|"The Rise and Fall of D.O.D.O_"|"Neal Stephenson"
"ap 04:56"|"4 of 5"|"SLIDE 9: OPERATION “BOLSTER GAINS”

      ACHIEVEMENTS TO DATE (4 of 5), INCIDENT REPORT"|"The Rise and Fall of D.O.D.O_"|"Neal Stephenson"
