16:55|"4:55 P.M."|"ONE
Monday, 4:55 P.M. Madrid, Spain
“You were way out of line,” Martha Mackall said. She was openly disgusted with the young woman standing beside her and it took a moment for her to calm down. Then she bent close to Aideen’s ear so the other passengers wouldn’t hear. “You were out of line and reckless. You know what’s at stake here. To be distracted like that is inexcusable.”"|"Balance of Power"|"Jeff Rovin"
"ap 01:00"|"one o’clock"|"Aideen looked around the bus. She could tell that some of the people gathered around her were also unhappy, though that had very little to do with what was going on between the young woman and Martha. The bus was packed with people returning to work after the afternoon lunch break—which lasted from one o’clock to four—as well as camera-carrying tourists. A number of them had seen what the young woman had done at the bus stop. Word had spread very rapidly. The riders nearest Aideen were pressing away from her. A few of them cast disapproving glances at the young woman’s hands."|"Balance of Power"|"Jeff Rovin"
"ap 06:00"|"six o’clock"|"A church bell rang in the distance. To Aideen, it somehow sounded holier in Spain than it did in Washington. She counted out the tolls. It was six o’clock. Martha and Aideen made their way to the guardhouse."|"Balance of Power"|"Jeff Rovin"
12:12|"12:12 P.M."|"TWO
Monday, 12:12 P.M. Washington, D.C.
When they were at Op-Center headquarters at Andrews Air Force Base in Maryland or at Striker’s Base in the FBI Academy in Quantico, Virginia, the two forty-five-year-old men were Op-Center’s Deputy Director, General Michael Bernard Rodgers, and Colonel Brett Van Buren August, commander of Op-Center’s rapid-deployment force."|"Balance of Power"|"Jeff Rovin"
18:45|"6:45 P.M"|"THREE
Monday, 6:45 P.M San Sebastián, Spain
Countless pieces of moonglow glittered atop the dark waters of La Concha Bay. The luminous shards were shattered into shimmering dust as the waves struck loudly at Playa de la Concha, the expansive, sensuously curving beach that bordered the elegant, cosmopolitan city. Just over a half mile to the east, fishing vessels and recreational boats rocked in the crowded harbor of Parte Vieja, the “old section.” Their masts creaked in the firm southerly wind as small waves gently tapped at the hulls. A few stragglers, still hoping for a late-day catch, were only now returning to anchor. Seabirds, active by the score during the day, roosted silently beneath aged wharfs or on the high crags of the towering Isla de Santa Clara near the mouth of the bay."|"Balance of Power"|"Jeff Rovin"
19:15|"7.15 P.M."|"FOUR
Monday, 7.15 P.M. Madrid, Spain
Aideen was still sitting in the leather couch when Comisario Diego Fernandez arrived. He was a man of medium height and build. He was clean-shaven with a ruddy complexion and carefully trimmed goatee. His black hair was longish but neat and he peered out carefully from behind gold-rimmed spectacles. He wore black leather gloves, black suede shoes, and a black trenchcoat. Beneath the open coat was a dark gray business suit."|"Balance of Power"|"Jeff Rovin"
20:21|"8:21 P.M."|"FIVE
Monday, 8:21 P.M. San Sebastián, Spain
The hull of the small fishing boat was freshly painted. The smell of the paint permeated the cramped, dimly lighted hold. It overpowered the bite of the handrolled cigarette Adolfo Alcazar was smoking as well as the strong, distinctive, damp-rubber odor of the wetsuit that hung on a hook behind the closed door. The paint job was an extravagance the fisherman couldn’t really afford but it had been necessary. There might be other missions, and he couldn’t afford to be in drydock, replacing rotted boards. When he’d agreed to work with the General, Adolfo knew that the old boat would have to last them for as long as this affair took. And if anything went wrong, that could be a while. One didn’t undermine one takeover and orchestrate a counterrevolution in a single night—or with a single strike. Not even with a big strike, which this one would be."|"Balance of Power"|"Jeff Rovin"
13:44|"1:44 P.M."|"SIX
Monday, 1:44 P.M. Washington, D.C.
Intelligence Chief Bob Herbert was in a gray frame of mind as he arrived in Paul Hood’s bright, windowless basement office. In contrast to the warm fluorescence of the overhead lights, the gloomy mood was much too familiar. Not long ago they’d mourned the deaths of Striker team members Bass Moore, killed in North Korea, and Lt. Col. Charles Squires, who died in Siberia preventing a second Russian Revolution."|"Balance of Power"|"Jeff Rovin"
"~ 18:00"|"approximately six P.M."|"“As you all know,” Hood began, “Martha Mackall was murdered in Madrid at approximately six P.M. local time.”"|"Balance of Power"|"Jeff Rovin"
10:00|"ten A.M."|"“Thank you, Bob,” Hood said. He looked up. His eyes were glistening. “Martha’s body is en route to the embassy. It will be flown back as soon as possible. At the moment, we have a service scheduled at the Baptist Evangelical Church in Arlington for Wednesday morning, ten A.M.”"|"Balance of Power"|"Jeff Rovin"
