08:25|"eight twenty five this morning"|"""Better fake up some kind of an excuse for having a couple of guards or policemen in front of Count Avondrin's town house at eight twenty five this morning. The Countess is going to have a brainstorm."""|"Gray Lensman"|"E. E. _doc_ Smith"
12:00|noon|"""If necessary—but it won't be. As soon as she sees the game's up, all hell will be out for noon."""|"Gray Lensman"|"E. E. _doc_ Smith"
"<< 00:00"|"well before midnight"|"As the Lensman had foretold, the break came soon. Not in the middle of the night, as he had half-thought that it would come; nor yet in the quiet of the daylight hours. Instead, it came well before midnight, while revelry was at its height. It did not come suddenly, but was heralded by a long period of gradually increasing tension, of a mental stress very apparent to the mind of the watcher."|"Gray Lensman"|"E. E. _doc_ Smith"
"ap 07:10"|"seven ten"|"""I have only a vague idea—a couple of hundred, perhaps. If too many, we can run them again at a higher level, say seven ten. But there won't be very many, since there are only two galactic ratings higher than seven fifty. There will be duplications, too—such people as Sir Austin Cardynge will have two or three cards in the final rejects."""|"Gray Lensman"|"E. E. _doc_ Smith"
"ap 07:50"|"seven fifty"|"""I have only a vague idea—a couple of hundred, perhaps. If too many, we can run them again at a higher level, say seven ten. But there won't be very many, since there are only two galactic ratings higher than seven fifty. There will be duplications, too—such people as Sir Austin Cardynge will have two or three cards in the final rejects."""|"Gray Lensman"|"E. E. _doc_ Smith"
01:00|"one, am"|"""My decision will be evident,"" that worthy said, measuredly, ""when I say that I myself, for one, am going. The situation is admittedly a serious one. Moreover, I believe, to a greater extent than do the rest of you, that there is a certain amount of truth in Helmuth's version of his experiences. My mind is the only one in existence of whose power I am absolutely certain; the only one which I definitely  know  will not give way before any conceivable mental force, whatever its amount or whatever its method of application. I want none with me save of the Eich, and even those I will examine carefully before permitting them aboard ship with me."""|"Gray Lensman"|"E. E. _doc_ Smith"
"ap 02:50"|"two fifty"|". . well two fifty, then, but that's an awful high bid, mister, believe me . . . I tell you, I couldn't give my own mother over three hundred—I'd lose money on the goods. You ain't tested it, what makes you think it's such a much?"""|"Gray Lensman"|"E. E. _doc_ Smith"
"ap 03:08"|three-oh-eight|"""All secondaries fire at will!"" Kinnison barked into his microphone. He was already at his conning board; every man of the crew was at his station. ""All of you who can reach twenty-seven three-oh-eight, hit it—hard. The rest of you do as you please."""|"Gray Lensman"|"E. E. _doc_ Smith"
12:00|noon|"""QX—that's good!"" Kinnison snapped. ""Scatter your stuff, fellows—hit 'em!"" He then spoke to Henderson, his chief pilot ""Lift us up a bit, Hen, to give the boys a better sight. Be ready to flit, fast; all hell's going to be out for noon any second now!"""|"Gray Lensman"|"E. E. _doc_ Smith"
"ap 09:14"|"nine fourteen"|"""Get me Navigations . . . Figure best point of rendezvous for  Dauntless  and Flotilla ZKD, both at full blast, en route to Lundmark's Nebula. Fifteen minutes departure. Figure approximate time of meeting with speedster, also at full blast, leaving that nebula hour nine fourteen today."|"Gray Lensman"|"E. E. _doc_ Smith"
"ap 03:54"|"three fifty four"|"""Course to rendezvous with Flotilla ZKD latitude three fifty four dash thirty longitude nineteen dash forty two time approximately twelve dash seven dash twenty six place one dash three dash zero outside arbitrary galactic rim check and repeat"" rattled from the speaker without pause or punctuation. Nevertheless the chief navigator got it, recorded it, checked and repeated it"|"Gray Lensman"|"E. E. _doc_ Smith"
