"ap 03:00"|three|"In some of these early civilizations a few steps in mathematics were taken. In prehistoric times, which means roughly before 4000 B.C., several civilizations at least learned to think about numbers as abstract concepts. That is, they recognized that three sheep and three arrows have something in common, a quantity called three, which can be thought about independently of any physical objects. Each of us in his own schooling goes through this same process of divorcing numbers from physical objects. The appreciation of “number” as an abstract idea is a great, and perhaps the first, step in the founding of mathematics."|"Mathematics for the Nonmathematician"|"Morris Kline"
20:00|"0 to 20"|"There are people who campaign for the adoption of base twelve, because it offers special advantages. For one thing, more fractions can be written as finite decimals in base twelve. Thus  must be written as the unending decimal 0.333 . . . in base ten, but can be written as 0.4 in base twelve, since in this base 0.4 means . Also, since the English system of denoting length calls for 12 inches in one foot, we could, for example, express 3 feet and 6 inches as 36 inches in base twelve, whereas to express this number of inches in base ten, we must first calculate 3 · 12 + 6 and then write 42 in base ten. To a limited extent we could use base twelve in our method of recording time. In the United States the day has two sets of twelve hours, and in base twelve the hours of the day would run from 0 to 20. Whereas determining what 7 hours after 6 o’clock will be requires at present some computation, under the addition table for base twelve we would state at once that 7 + 6 = 11. However, base ten is now so widely used that a change to another base for ordinary daily use or commerce is hardly likely."|"Mathematics for the Nonmathematician"|"Morris Kline"
"ap > 13:00"|"7 hours after 6 o’clock"|"There are people who campaign for the adoption of base twelve, because it offers special advantages. For one thing, more fractions can be written as finite decimals in base twelve. Thus  must be written as the unending decimal 0.333 . . . in base ten, but can be written as 0.4 in base twelve, since in this base 0.4 means . Also, since the English system of denoting length calls for 12 inches in one foot, we could, for example, express 3 feet and 6 inches as 36 inches in base twelve, whereas to express this number of inches in base ten, we must first calculate 3 · 12 + 6 and then write 42 in base ten. To a limited extent we could use base twelve in our method of recording time. In the United States the day has two sets of twelve hours, and in base twelve the hours of the day would run from 0 to 20. Whereas determining what 7 hours after 6 o’clock will be requires at present some computation, under the addition table for base twelve we would state at once that 7 + 6 = 11. However, base ten is now so widely used that a change to another base for ordinary daily use or commerce is hardly likely."|"Mathematics for the Nonmathematician"|"Morris Kline"
"ap 04:32"|4.32|"Let us accept both of these for the moment and dispose first of a purely arithmetical question. How much is  Well, we can divide 21 into 400 and obtain 19.05 to two decimal places. We must now find  There is an arithmetic process for finding the square root of a number, but for our purposes it will be sufficient to estimate the answer. Clearly 4 is too small and 5 is too large. By sheer trial we find that (4.3)2 = 18.49 and (4.4)2 = 19.36. Hence the correct value lies between 4.3 and 4.4. If we wished to have a more accurate answer, we could now try 4.31, 4.32, and so on, until we found a result which came as close to 19.05 as possible, and so obtain an answer to the nearest hundredths’ place. We shall accept 4.4 as good enough for our purposes and thus we may say that"|"Mathematics for the Nonmathematician"|"Morris Kline"
"ap ~ 10:00"|"about 1000"|"The work in geography and astronomy, continued by such famous men as Strabo (ca.63 B.C.–ca.15 B.C.), Poseidonius (first century B.C.), and many others, was crowned by the achievements of two of the greatest men of the Alexandrian world, Hipparchus and Ptolemy. Hipparchus (second century B.C.), about whom we know rather little, lived at Rhodes, but was in close touch with the developments in Alexandria. After criticizing Eratosthenes’ Geographica, he refined the method of locating places on the earth by systematically employing latitude and longitude. He improved astronomical instruments, measured irregularities in the moon’s motion, catalogued about 1000 stars, and estimated the length of the solar year as 365 days, 5 hours, and 55 minutes, i.e., he overestimated by about 6 minutes. One of his notable astronomical discoveries was the precession of the equinoxes, a slow change in the time of occurrence of the spring and fall equinoxes. Hipparchus is the creator of the most famous and most useful astronomical theory of antiquity, about which we shall learn more later."|"Mathematics for the Nonmathematician"|"Morris Kline"
"ap 05:55"|"5 hours, and 55 minutes"|"The work in geography and astronomy, continued by such famous men as Strabo (ca.63 B.C.–ca.15 B.C.), Poseidonius (first century B.C.), and many others, was crowned by the achievements of two of the greatest men of the Alexandrian world, Hipparchus and Ptolemy. Hipparchus (second century B.C.), about whom we know rather little, lived at Rhodes, but was in close touch with the developments in Alexandria. After criticizing Eratosthenes’ Geographica, he refined the method of locating places on the earth by systematically employing latitude and longitude. He improved astronomical instruments, measured irregularities in the moon’s motion, catalogued about 1000 stars, and estimated the length of the solar year as 365 days, 5 hours, and 55 minutes, i.e., he overestimated by about 6 minutes. One of his notable astronomical discoveries was the precession of the equinoxes, a slow change in the time of occurrence of the spring and fall equinoxes. Hipparchus is the creator of the most famous and most useful astronomical theory of antiquity, about which we shall learn more later."|"Mathematics for the Nonmathematician"|"Morris Kline"
12:00|noon|"We have described what is meant by the latitude and longitude of any point on the earth’s surface, but how do we determine the latitude and longitude for any given point P? (After all, we cannot penetrate to the center of the earth to measure the angles POV and VOW.) There are numerous methods available. We shall describe a simple one just to see that the latitude and longitude of places on the earth can be determined. Suppose we seek the latitude of some point P (Fig. 7–15). On the day of the spring equinox, that is about March 21, the sun is in the plane of the equator and, at noon on that day, it is also in the plane of the meridian of longitude. For a person at P, the overhead direction is PA, and the direction to the sun is PZ′. Now the sun is so far away that PZ′ and VZ can be taken to be parallel lines. Then angle 2 equals the angle of latitude POV because they are alternate interior angles of parallel lines. But angle 1 equals angle 2 because they are verticle angles. Hence angle 1 equals the latitude of P. But angle 1 can be measured. It is the angle between the direction of the sun and the overhead direction at P. Thus the latitude of P can be determined."|"Mathematics for the Nonmathematician"|"Morris Kline"
05:00|"5 a.m."|"His retirement from the world was broken by an invitation to serve as a tutor to Queen Christina of Sweden. Reluctant as he was to leave his comfortable home, he could not resist the attraction of royalty and so moved to Stockholm. The queen preferred to begin her day at 5 a.m. by studying in an icy library, and her tutor was obliged to meet her at that hour. This regimen was too much for the frail Descartes. His flesh was weak, and his spirit unwilling. He caught cold and died in the year 1650."|"Mathematics for the Nonmathematician"|"Morris Kline"
"ap 05:00"|5|"The next step was to express this information in arithmetical terms. The position of Q1, for example, could be specified by stating its distance from a fixed point O, called the origin, on the horizontal line. The length Q1P1 could certainly be specified by a number. Thus the position of P1 would be determined by two numbers, the length OQ1 and the length Q1P1. The length OQ1 which is 3 in Fig. 12–1, is called the abscissa of P1, and the length P1Q1, which is 5 in Fig. 12–1, is called the ordinate. The line OX is called the X-axis, and the line OY, which is perpendicular to OX and which shows the direction in which Q1P1 is taken, is called the Y-axis."|"Mathematics for the Nonmathematician"|"Morris Kline"
20:00|"0 to 20"|"There are two mathematical and physical facts involved in this event which require some elaboration. First of all there is the matter of time. As the person travels, time elapses. Mathematically this time is represented by a variable, t, say, and the values of t increase continually as the trip goes on. If time is measured from the instant at which the man starts out and if he has been traveling for 20 minutes, say, then t varies from 0 to 20. We also speak of the 20 minutes as an interval of time or an amount of time. We have, of course, referred to and used this mathematical representation of time right along. It is important now, however, to recognize that the collision of automobile and tree does not last an interval of time but occurs in what is called an instant. Many other events take place at an instant or are instantaneous. A lightning flash is instantaneous or at least happens so fast that we describe it as happening at an instant. The clock strikes at an instant. A bullet strikes a target at an instant."|"Mathematics for the Nonmathematician"|"Morris Kline"
